Item1,relation,Item2
达芬奇,languages spoken written or signed,意大利语
日耳曼语族,has part,东日耳曼语支
中华人民共和国,ethnic group,藏族
阿拉斯加州,located in the administrative territorial entity,美国
南通市,instance of,地级市
密西西比河,tributary,红河
世界大洋,has part,北冰洋
中华人民共和国,diplomatic relation,巴布亚新几内亚
乌德穆尔特语,instance of,语言
大不列颠及北爱尔兰联合王国,diplomatic relation,瑞士
全效工作室,instance of,游戏开发者
泗水,twinned administrative body,伊斯坦堡
巴西,diplomatic relation,非洲联盟
下目,part of,亚目
宜昌,country,中华人民共和国
波士顿,located in or next to body of water,查尔斯河
中非,shares border with,苏丹共和国
雨花区,country,中华人民共和国
行政命令,country,美国
大沙河,country,中华人民共和国
徽州话,subclass of,汉语
锗,location of discovery,德国
中华人民共和国,ethnic group,维吾尔族
爱尔兰,island of location  (DEPRECATED),爱尔兰岛
吉布提,official language,阿拉伯语
黎巴嫩,shares border with,叙利亚
空间飞行器,subclass of,飞行器
稻,natural product of taxon,水稻
巴布亚新几内亚,diplomatic relation,菲律宾
明斯特,instance of,大城市
朝鲜,diplomatic relation,越南
四川话,subclass of,西南官话
布里亚特,subclass of,蒙古语族
拉丁美洲,has part,乌拉圭
宋淇,sex or gender,男性
伯罗奔尼撒战争,participant,提洛同盟
东乡语,subclass of,蒙古语族
呼和浩特市,capital of,内蒙古自治区
西安,located in the administrative territorial entity,唐朝
镇海,located in the administrative territorial entity,宁波市
马克思主义哲学,instance of,理论
顾炎武,field of work,哲学
意大利,diplomatic relation,波兰
波兰语,country,俄罗斯
俄国,diplomatic relation,冰岛
营养素,subclass of,化学物质
商纣王,occupation,政治人物
斯德哥尔摩,twinned administrative body,哥本哈根
大马士革,twinned administrative body,拉巴特
中欧,contains administrative territorial entity,列支敦斯登
NASDAQ,headquarters location,纽约
吴健雄,doctoral advisor,欧内斯特·劳伦斯
菲律宾,diplomatic relation,南苏丹
兰新铁路,country,中华人民共和国
歇后语,subclass of,谚语
法兰西共和国,diplomatic relation,巴西
德国,diplomatic relation,老挝
美国化学会,country of origin,美国
制度,subclass of,组织
有色金属,subclass of,金属
克伦斯基,religion,正教
长城,material used,石灰岩
徐晃,family name,徐
拿破仑,sex or gender,男性
拉俄达弥亚,sex or gender,女性
克劳塞维茨,sex or gender,男性
丹麦,member of,联合国
大韩民国,diplomatic relation,中华人民共和国
萨克森,country,德国
关税,subclass of,关税
新乡,shares border with,郑州市
斯拉夫人,religion,天主教
富春江,mouth of the watercourse,杭州湾
北魏道武帝,country of citizenship,北魏
普里什蒂纳,instance of,城市
丹麦,diplomatic relation,格鲁吉亚
授时,subclass of,信号
有性生殖,opposite of,无性生殖
班彪,occupation,政治人物
吉布提,member of,世界贸易组织
吴广,sex or gender,男性
华沙,twinned administrative body,雅典
苏联部长会议,instance of,政府
基督徒,part of,基督教
红宝石,streak color,白色
斯大林,occupation,作家
毛里塔尼亚,named after,摩尔人
鄂,shares border with,重庆市
揭阳市,located in the administrative territorial entity,广东省
化学元素丰度,instance of,比率
罗马帝国,capital,君士坦丁堡
波斯尼亚和黑塞哥维那,official language,克罗地亚语
塞内加尔,member of,世界贸易组织
甲烷,has part,碳
那不勒斯省,capital,那不勒斯
约翰·施里弗,employer,佛罗里达州立大学
泰国,diplomatic relation,中华人民共和国
裴文中,field of work,古生物学
晋州市,twinned administrative body,郑州市
HTTP,standards body,互联网工程任务组
机器人,has part,电子计算机
氧化物,subclass of,化合物
维提岛,continent,大洋洲
伊拉克,diplomatic relation,意大利
牙买加,diplomatic relation,巴西
中部崛起计划,country,中华人民共和国
明思宗,sex or gender,男性
赵高,sex or gender,男性
海神,country of origin,大韩民国
脑,anatomical location,头部
王安石,occupation,作家
也门,diplomatic relation,印度尼西亚
西兰岛,located in or next to body of water,波罗的海
赞比亚,diplomatic relation,坦桑尼亚
电磁波谱,subclass of,辐射
孟加拉语,part of,印欧语系
波河,located in the administrative territorial entity,伦巴第
乌兹别克语,linguistic typology,主宾谓结构
中央沟,instance of,脑沟
群论,part of,代数
纽约,twinned administrative body,雅加达
鼠妇,taxon rank,种
苏格兰,located in the administrative territorial entity,英国
新加坡,instance of,主权国家
病毒学,subclass of,微生物学
死刑,subclass of,惩罚
巴西,diplomatic relation,牙买加
古文,country of citizenship,元朝
葡萄牙文,linguistic typology,主谓宾结构
圣多明哥,located in or next to body of water,加勒比海
压强,instance of,标量
市场营销,part of,企业
孟加拉,diplomatic relation,塞拉利昂
荷兰,diplomatic relation,新加坡
赵姬,sex or gender,女性
羧化,has part,碳
长城,heritage designation,世界遗产
卡舒比语,country,加拿大
普洛科皮乌斯,place of death,君士坦丁堡
阿亨,country,德国
出埃及,characters,摩西
缅甸语,subclass of,汉藏语系
塞浦路斯,member of,联合国
莆田市,instance of,地级市
北卡罗莱纳州,headquarters location,罗利
英华书院,country,中华人民共和国
张居正,country,中华人民共和国
玛尔斯,domain of saint or deity,农业
威廉·肖克利,nominated for,诺贝尔物理学奖
不列颠,diplomatic relation,新西兰
危地马拉,diplomatic relation,乌拉圭
阿图岛,country,美国
斯德哥尔摩,instance of,首都
单词,has part,音节
当阳,located in the administrative territorial entity,宜昌市
县级行政区,subclass of,中华人民共和国行政区划
尼日利亚,instance of,主权国家
诸葛亮,country of citizenship,中国
冰岛,instance of,主权国家
土库曼苏维埃社会主义共和国,continent,亚洲
申,contains administrative territorial entity,宝山区
古兰经,genre,宗教
衡量,country of origin,法国
工业,subclass of,工程学
阿里不哥,sex or gender,男性
新西兰,instance of,主权国家
法兰西岛,contains administrative territorial entity,塞纳-马恩省
阿拉伯国家,continent,非洲
南直隶,instance of,直隶
印尼,instance of,总统制
摩洛哥,diplomatic relation,英国
上海,twinned administrative body,纽约
下诺夫哥罗德,country,俄罗斯帝国
尼日利亚,shares border with,喀麦隆
线虫,taxon rank,门
格陵兰,country,丹麦王国
澳,diplomatic relation,丹麦
皮埃尔·居里,residence,巴黎
鸟嘌呤,instance of,化合物
列支敦斯登,member of,联合国
王国邦联,different from,丹麦
挪亚,place of birth,美索不达米亚
夫差,sex or gender,男性
法兰西岛,shares border with,勃艮第
以色列,shares border with,埃及
马克斯·韦伯,languages spoken written or signed,德语
河洛,located in the administrative territorial entity,唐朝
林波波河,instance of,河流
突厥,instance of,主权国家
赵高,country of citizenship,秦朝
苏丹共和国,continent,非洲
天津,instance of,直辖市
Cl,diplomatic relation,巴基斯坦
圭亚那,instance of,主权国家
新疆,contains administrative territorial entity,吐鲁番市
沙坡头,country,中华人民共和国
贵,located in the administrative territorial entity,中华人民共和国
红细胞,produced by,骨髓
摩洛哥,diplomatic relation,墨西哥
释名,author,刘熙
脊索动物,taxon rank,门
区间,has part,实数
合金,subclass of,溶液
威尔士语,country,英国
意大利,continent,非洲
生物无机化学,part of,生物化学
王羲之,country of citizenship,东晋
马其顿王国,capital,佩拉
磁山遗址,country,中华人民共和国
正月,followed by,二月
中东,part of,亚洲
捷克,diplomatic relation,乌拉圭
曲线,subclass of,一维空间
行星系,has parts of the class,行星
潮州话,subclass of,闽南语
联合王国,instance of,国家
不列颠,diplomatic relation,菲律宾
丹麦,diplomatic relation,斯洛文尼亚
居里夫人,award received,诺贝尔物理学奖
中非,diplomatic relation,朝鲜民主主义人民共和国
卢梭,occupation,小说家
维管束,has part,木质部
俄国,diplomatic relation,朝鲜民主主义人民共和国
亲属,subclass of,社会关系
蔡伦,sex or gender,男性
收入,subclass of,财富
北冰洋,basin country,美国
阿拉斯加州,deepest point,北冰洋
占族,instance of,族群
俄罗斯人,country,巴拉圭
卡斯提亚,country,西班牙
科学,subclass of,知识
狮泉河,instance of,河流
朝鲜,diplomatic relation,新西兰
奥地利,diplomatic relation,塞尔维亚
小学,followed by,初级中学
病原菌,subclass of,细菌
福州,instance of,首都
顶点,subclass of,点
金国,occupation,政治人物
佛山,located in the administrative territorial entity,广东省
尼日利亚,diplomatic relation,印度尼西亚
菲巴斯·利文,occupation,化学家
中华民国,shares border with,菲律宾
塔林,instance of,首都
斯里兰卡,diplomatic relation,中华人民共和国
约瑟夫·傅里叶,sex or gender,男性
南半球,has part,中美洲
新喀里多尼亚,official language,法语
因纽特人,country,加拿大
武则天,spouse,唐太宗
双缝实验,instance of,实验
武汉,twinned administrative body,曼谷
唐德宗,occupation,诗人
赫鲁晓夫,position held,苏联共产党中央委员会总书记
玻利维亚,member of,南美洲国家联盟
大卫·休谟,occupation,散文家
中央文化革命小组,country,中华人民共和国
约翰·巴丁,occupation,发明家
缅甸,contains administrative territorial entity,克钦邦
天后,family,唐朝
酒,subclass of,饮料
澳,language used,英语
西加里曼丹省,country,印度尼西亚
恒等式,subclass of,等于
科尔沁,located in the administrative territorial entity,通辽市
库尔斯克州,located in the administrative territorial entity,俄罗斯苏维埃联邦社会主义共和国
巴勒斯坦,diplomatic relation,阿尔及利亚
越南,diplomatic relation,法国
卢森堡,instance of,主权国家
斯洛文尼亚,diplomatic relation,科索沃
日本人口,country,日本
大韩民国,diplomatic relation,奥地利
阿拉伯联合酋长国,diplomatic relation,以色列
布莱兹·帕斯卡,field of work,概率论
奥斯曼一世,occupation,君主
爱尔兰,instance of,国家
斯里兰卡,diplomatic relation,塞尔维亚
索马里,diplomatic relation,土耳其
罗宾德拉纳特·泰戈尔,religion,印度教
潘季驯,occupation,政治人物
德国,diplomatic relation,黎巴嫩
巴布亚新几内亚,official language,巴布亚皮钦语
异丙醇,instance of,醇
斯里兰卡,member of,世界贸易组织
新加坡,member of,东南亚国家联盟
比勒陀利亚,instance of,首都
希特勒,member of political party,德国工人党
遮娄其人,country,印度
伊朗,diplomatic relation,澳大利亚
越南,diplomatic relation,澳大利亚
中华人民共和国主席,officeholder,刘少奇
芬洛,located in or next to body of water,默兹河
李德哈特,sex or gender,男性
阿塞拜疆语,country,土库曼斯坦
硫酸铅,has part,铅
汉语拼音,instance of,罗马化
以色列,diplomatic relation,约旦
松江区,located in the administrative territorial entity,上海市
槟岛,located in or next to body of water,槟威海峡
槐里,instance of,县
美利坚合众国,diplomatic relation,以色列
塞浦路斯,member of,欧洲联盟
肿瘤,subclass of,疾病
巴勒斯坦领土,territory claimed by,以色列
波兰统一工人党,country,波兰
景教,instance of,宗派
魁北克省,country,加拿大
北京二环路,has part,复兴门北大街
宗教学,subclass of,社会科学
